-8.0,-6.8733104200030155
-7.5,2.8850589781456213
-7.0,1.3263444716419956
-6.5,1.023966735687235
-6.0,1.041498160629619
-5.5,1.4110265705379104
-5.0,3.5252777374784587
-4.5,-4.743760273071174
-4.0,-1.5299231510526985
-3.5,-1.06785596976269
-3.0,-1.0101073837344432
-2.5,-1.248217851413888
-2.0,-2.4029948954622293
-1.5,14.136835864559636
-1.0,1.8508023610471973
-0.5,1.1395004813494
0.0,0.9999964574282637
0.5,1.1394965582684111
1.0,1.8509299532242955
1.5,14.133827003962654
2.0,-2.402958928519134
2.5,-1.2482203773182898
3.0,-1.0101363509974968
3.5,-1.067841445748845
4.0,-1.5298979837393774
4.5,-4.744775563337758
